name,description,Ammonia,Apple,Apricot,Berry,Blue Cheese,Blueberry,Cheese,Chemical,Chestnut,Citrus,Coffee,Diesel,Earthy,Flowery,Grape,Grapefruit,Honey,Lavender,Lemon,Lime,Mango,Mint,Nutty,Orange,Pepper,Pine,Pineapple,Plum,Pungent,Sage,Skunk,Spicy/Herbal,Strawberry,Sweet,Tar,Tea,Tobacco,Tree Fruit,Tropical,Vanilla,Woody,Aroused,Creative,Energetic,Euphoric,Focused,Giggly,Happy,Hungry,Relaxed,Sleepy,Talkative,Tingly,Uplifted,Hybrid,Indica,Sativa
Banana Cream OG,"Banana Cream OG, also just called Banana Cream, originates from Oregon-based Vagrant Hill Farm as a threeway cross between Blue Dream, Ocean Beach OG, and Banana OG. True to its genetic lineage, Banana Cream OG boasts creamy, tropical fruit flavors with an overhanging aroma of piney, herbal OG. Potencies range in from 15-30% THC in various lab tests, so novice users should exercise caution when sampling one of this strain's sparkly, lime green buds.",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Banana Kush,"Banana Kush is a cultivar with at least two origin stories.

The breeders at Cali Kush claim their Banana Kush is a cross between the widely-known OG Kush and a male Banana. This genetic combination formed a cultivar with a creamy banana flavor and the sedative effects OG Kush is known for.

Crockett Family Farms tells another tale. The breeders there claim that Banana Kush descended from a particular phenotype of OG Kush named Ghost OG, which was crossed with a Skunk x Haze hybrid. Ghost OG reportedly had boasted stable genetics for nearly nine years at the time of breeding, while Skunk x Haze has enjoyed a stellar reputation since the 1970s. Banana Kush was so named simply for its mild banana aroma.

Regardless of its origin, Banana Kush certainly carries California OG Kush genetics and features banana flavors and scents. Breeders recommend growing Banana Kush indoors with plenty of light and frequent trimming. While the strain requires some skill to cultivate, diligent growers are rewarded with long, resinous buds in eight to nine weeks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Banana Sherbet,Banana Sherbet is a potent hybrid thought by online sources to be a combination of Sunset Sherbet and the very popular Banana Kush. Online consumers cherish Banana Sherbet for its namesake tropical fruit flavor and its higher levels of potency which average between 20-23% THC. 20 - 23% THC,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
Banana Split,"Crockett Family Farms cooked up this sweet dessert by crossing Tangie with Banana Sherbet, according to Seeds Here Now. Banana Split has frosty, trichome-crusted buds with a sprinkling of bright orange hairs along with a strong, fruity aroma and 18-24% THC.

According to the seed bank, Banana Split leans slightly sativa and is easy to grow. It flowers in about eight weeks and its medium-size plants deliver a large yield. The strain tends to produce uplifting and energizing effects, according to sources online.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Bear Dance,"Bear Dance, described by 303 Seeds as a sativa-forward strain, has a deep and complex lineage. When it comes to Bear Dance’s maternal lineage, Colorado’s 303 Seeds initially thought it had a cutting of Durban Poison, but further research revealed it to be Snowcap, a cross of Humboldt Snow and an unknown Haze. This strain has a lemon-forward terpene profile thanks to its Snowcap mother. The paternal lineage comes from a cross between Pure Kush and Uzbekistan Hashplant with above-average production for a sativa.

303 Seeds notes that Bear Dance plants produce above-average yields with a flowering time of 63-70 days.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Berner's Cookies,"Berner Cookies is a special phenotype of GSC (Girl Scout Cookies) created by rapper Berner. Online sources report this flower clocks in at 27% THC, so proceed with caution when consuming. Berner Cookies buds are compact and forest-green, featuring a dank, earthy smell with matching vanilla, nutty flavors.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Big Smooth,"Produced by Washington breeder Exotic Genetix, Big Smooth comes from an OG Blueberry female and pollen from a Cookies and Cream male. 

Online sources claim it produces heavy yields of large, colorful buds in a 56-to-63 day flowering cycle. ",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Big Wreck,"Big Wreck is an indica-dominant hybrid created from two legendary strains by an unknown breeder. The cultivar is a cross between a strain with monster yields, Big Bud, and a strain with monster potency, Trainwreck.
The top reported aromas of the Big Wreck strain are sweet, earthy, and floral. And it is said to taste herbal, earthy, fruity.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
Birthday Cake,"When Aficionados of Cannabis Seed Bank(ACSB) introduced Vishnu Kush to Bubblegum Kush, it produced a sweet sensation called Birthday Cake (also called Birthday Cake Kush). This cake reportedly delivers 24%-26% THC along with spicy, piney smoke and a sweet taste, according to ACSB.
 
ACSB reports that Birthday Cake is a mostly indica hybrid with a large yield of dense buds and a fast, five-to-six-week flowering time. It grows quickly indoors or outdoors, but will need some pruning. Birthday Cake delivers relaxing, psychedelic effects, according to ACSB.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
Biscotti,"A creation of the iconic Cookies Fam genetics, founded by Berner and legendary grower Jigga, Biscotti is a tasty combination of their flagship GSC (formerly Girl Scout Cookies ), Gelato #25, and South Florida OG. 

Biscotti is said to have a sweet and buttery aroma, translating into a slightly bitter taste reminiscent of coffee.

",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
Black 84,"Black 84 is a bit of mystery that’s hard to find except in the Pacific Northwest. Some say it was pilfered from the University of Washington’s medical garden in the 80s while others say it was created by breeders who crossed Mendo Purps and Black Domina.
The top reported aromas of the Black 84 strain are fruity, pungent, and spicy. And it is said to taste like sour fruit, caramel, nuts.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Blackberry,"It seems like the name “Blackberry” has been used by several breeders, but most versions seem to stem from some sort of mix involving Afghani, Mexican, and Vietnamese landraces.

One readily available Blackberry cultivar, sold by the cannabis seed bank Seedsman and reportedly bred by FastBuds Seeds, is an indica-leaning strain with fruity and spicy notes that translate into blackberry flavor. This plant grows between 70 to 110 centimeters, or 2.3 to 3.6 feet, in height. In an eight-week flowering period, this auto-flowering Blackberry strain produces chunky, trichome-coated colas that can take on lilac or red colors. Blackberry does best in indoor grow environments but can work outdoors in warm, temperate climates.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
Black Cherry OG,"Black Cherry OG is a balanced hybrid created by legendary breeder Ken Estes. Estes, known for breeding the original Grand Daddy Purple, is believed to have used it and Ken’s OG to make Black Cherry OG.
The top reported aromas of the Black Cherry OG strain are sweet, spicy, berries. And it is said to taste like tea, berries, spice.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
Black Mamba,"If online sources are to be believed, Black Mamba could have five possible sets of parents and two possible breeders — or maybe no breeders, just mystery.

Black Mamba by SnowHigh Seeds is Vietnam Black x Black Congolese
Black Mamba by ExoticGenetix is Mint Chocolate Chip x The Cube
Unknown breeder, Critical Mass x Skunk
Unknown breeder, Granddaddy Purple x Black Domina
Unknown breeder, Blue Bubblejuice x Domina 
",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
Black Triangle,"Black Triangle, created by Bodhi Seeds, is a rare cross of Triangle Kush and an '88 G13 Hash plant. An almost pure indica, Black Triangle features sweet vanilla, almost marshmallow, flavors with hints of citrus and pine. Black Triangle won 3rd place for Best Outdoor Indica at the 2018 Santa Cruz Cannabis Cup.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Blackwater,"When Cali Connection crossed Mendo Purps and SFV OG Kush, two legendary California strains, they created Blackwater (or Blackwater OG), a hybrid strain named after a popular song of the same name by the Doobie Brothers. To create feminized seeds, Cali Connection uses Mendo Purps and Tahoe OG S1 instead of SFV OG Kush, but the resulting plant maintains highly resinous, purple-hued buds regardless. 

Blackwater is known to grow vigorously with medium internodal distance, and is suitable for both indoor and outdoor cultivation. Following an eight-to-nine week flowering cycle, Blackwater produces high yields of large, dense flowers that are shaded dark purple and coated with sparkling trichomes.  

The strain is said to produce a floral and citrusy flavor with hints of coffee, honey, and pine. Blackwater won third place for Best Indica at the 2014 High Times Medical Cup in Los Angeles.",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Blissful Wizard,"The Captain’s Connection cast this spell by mixing its own Captain’s Cookies with the legendary GSC (formerly Girl Scout Cookies) to get cone-shaped buds covered with orange hairs and shimmering trichomes. According to reports online, Blissful Wizard lives up to its cookie heritage with a sweet, citrusy flavor profile and high THC levels.

The hybrid is said to be excellent for pain relief, delivering an energetic lift. Blissful Wizard won first place in Non-Solvent Hash at the SoCal Cannabis Cup in 2015.
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Blood Orange,"Blood Orange stays true to its name with its sweet and citrusy aromas as a product of its Cali Orange and Appalachia origins. Seedbank Bodhi Seeds describes Blood Orange as a clone-only, limited edition strain.",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Blue Alien,"Blue Alien originates from the gardens of Green Beanz Seeds as a combination of DJ Short's Blueberry and an F2 phenotype of Alien Kush. Blue Alien boasts candy-fruit aromas with a distinctly sweet, grape flavor.  Online sources suggest the strain clocks in around 21% THC with euphoric, relaxing effects characteristic.",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
Blueberry Cheesecake,"Blueberry Cheese, or Blueberry Cheesecake, got its start when Netherlands-based Zambeza Seeds crossed a Blueberry cultivar with pollen from White Cheese. Some online sources suspect that Blueberry Cheesecake is a phenotype of Blueberry Cheese, while others argue it is the same cultivar. Blueberry’s Thai genetics combine with White Cheese’s Super Skunk and Afghani heritage to create the distinct Blueberry flavor and aroma along with the skunky essence of White Cheese. 

Growers of all experience levels can get Blueberry Cheese to flourish either indoors or outdoors, though the plant does best in a semi-humid climate. Some growers recommend topping Blueberry Cheese to control its height, as the cultivar’s Sativa characteristics reveal themselves in its towering stature. Blueberry Cheese typically flowers in 9 weeks, producing compact, bright green flowers.",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Blueberry Headband,"Blueberry Headband is a strain name used by two different breeders, each of which boasts a different lineage. 

Blueberry Headband by Humboldt Seed Organization
Humboldt Seed Organization’s Blueberry Headband is a cross of Blueberry and 707 Headband. 

According to Humboldt Seeds, the strain is an Indica-leaning hybrid that grows very tall and produces high yields of red-and-purple-hued buds with fruity, spicy flavors in a 65-to-75-day flowering period. The breeder claims that this strain produces both cerebral and body-high effects that are long-lasting. 

Growable either indoors or outdoors, Blueberry Headband plants tend to grow as tall as 3 meters, or nearly 10 feet, and if grown indoors, its height may need to be controlled. Indoor harvests yield anywhere between 450 to 600 grams per square meter, while outdoor cultivation can yield 1 to 4 kilograms, or 2.2 to 8.8 pounds, per plant during a mid-October harvest in the Northern Hemisphere. 

Emerald Triangle Seeds Blueberry Headband
The Blueberry Headband strain from Emerald Triangle Seeds in Northern California is a distinct combination of ’76 Blueberry, Emerald OG, Cali Sour D, and Pre ’98 Bubba Kush. Upon consumption, this particular Blueberry Headband cultivar is said to carry a flavor of berry, diesel, and pepper.

According to Emerald Triangle Seeds, the strain grows tall and produces high yields of large, elongated, tightly clustered buds in a 63-day flowering period. Known to grow vigorously during the vegetative cycle, Blueberry Headband is said to produce long, beefy colas. The breeder also reports that Blueberry Headband is resistant to mold and mildew.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
Blueberry Muffin,"Humboldt Seed Co. calls this one of its Signature Strains, saying growers created it by crossing Purple Panty Droppers with Razzleberry. Blueberry Muffin’s purplish buds smell like the fresh baked goods they’re named for and deliver 20% THC and 0.05% CBD, according to the breeder.

With its indica heritage the strain grows quickly indoors or outdoors and flowers in about six weeks, producing high yields, according to Humboldt. The breeder also says Blueberry Muffin tends to produce uplifting effects.",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Blue Cheese,"The team at Big Buddha Seeds was the first to cultivate Blue Cheese. The breeders had perfected a phenotype of the UK-born Cheese and decided to cross a female with another Blueberry x Big Buddha Cheese hybrid male. Thus, Blue Cheese gained its name more for its heritage than its aroma or taste. Consumers report Blue Cheese as a fruity flower that produces a euphoric, yet level-headed experience.

According to the breeders, Blue Cheese flowers in eight to 10 weeks when indoors and near the end of October in the Northern Hemisphere when cultivated outdoors. Blue Cheese is highly fragrant and resistant to mold and mildew, so long as it's kept in slightly cooler environments.",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
Blue Cookies,"Blue Cookies is an indica-dominant hybrid that originated from a cross between Blueberry and Girl Scout Cookies (GSC). Known for its high potency, Blue Cookies has a high THC content of around 28%, making it popular among veteran cannabis consumers. 

The flower has a sweet and fruity aroma and has been reported to taste like blueberries and citrus. It’s been reported to give a head high initially, followed by a relaxing body high. It’s also recommended that beginner cannabis users tread lightly with this strain, due to its intense high and sedative effects.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
